Australia,Austria,Belgium,Canada,Denmark,Finlad,France,Germany,Italy,Japan,Netherlands,New Zealand,Norway,Spain,Sweden,Switzerland,UK,USA
0.38,0.1,0.02,0.44,NA,1.6,0.32,6.63,0.01,67.45,2.11,0.36,5,0.02,0.03,NA,0.98,18.21
5.5,1.23,0.04,1.15,4.26,0.04,0.35,19.66,0.89,102.26,2.85,0.49,0.49,NA,13.54,0.24,1.13,28.5
1.46,0.37,NA,1.98,1.91,0.46,2.05,13.71,1.72,119.7,1.22,0.4,6.96,NA,3.15,4.88,3.29,17.52
0.89,0.52,NA,1.74,0.82,0.02,0.9,31.13,1.09,62.09,4.48,0.2,4.3,2.39,2.9,2.27,0.84,29.02
9.51,0.92,0.01,4.76,0.91,0.52,5.88,21.06,0.1,49.03,3.26,0.12,2.05,9.16,11.99,3.87,0.68,20.5
1.05,1.73,NA,1.83,2.53,0.27,6.07,38.34,0.01,57.56,10.44,0.47,0.49,3.46,5.17,7.58,8.8,33.87
0.03,3.86,0.14,0.7,NA,0.42,1.05,10.87,0.07,52.46,9.27,0.12,0.96,NA,3.09,5.63,0.3,22.77
5.27,0.52,0.06,0.98,NA,0.92,1.03,26.12,14.02,92.56,16.42,0.24,1.43,1,3.55,7.01,0.47,11
3.65,0.66,6.93,1.19,1.01,0.36,0.35,18.88,0.24,40.14,30.46,0.21,1.12,9.75,0.14,17.41,1.12,10.87
0.29,0.8,NA,1.84,NA,0.91,16.9,42.85,0.98,305.31,2.75,1.14,0.65,0.41,0.32,21.43,1.22,318.09
6.18,1.08,0.07,2.32,NA,1.96,1.31,27.93,8.08,177.74,0.13,0.34,0.72,0.38,0.41,11.11,0.56,38.95
6.89,1.27,0.01,7.4,3.18,0.99,1.26,44.24,0.11,94.84,3.1,0.36,0.82,0.47,0.36,11.33,0.29,230.47
6.56,1.19,1.17,1.03,0.58,3.22,8.24,25.06,0.12,89.04,0.41,1.09,0.42,NA,NA,18.92,0.19,40.08
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,9.73,NA,NA,NA,NA,3.63,NA,24.59,4.07,NA,NA,NA,0.07,4.98,1.94,NA,19.23
NA,4.96,0.03,NA,NA,NA,4.27,13.76,1.92,1.41,1.81,NA,4.91,0.67,6.01,0.47,0.28,8.67
NA,4.08,NA,NA,2.68,0.1,0.64,7.4,5.79,2.82,0.22,NA,4.47,3.43,1.23,0.1,0.76,9.5
NA,3.58,0.05,0.05,NA,0.05,0.63,49.39,4.5,2.95,0.21,NA,6.78,0.28,1.99,0.01,0.54,5.21
NA,0.66,NA,NA,0.08,0.07,0.66,8.25,0.52,7.64,0.09,NA,6.28,0.03,0.32,NA,0.24,13.35
0.01,0.83,0.16,0.08,0.06,0.03,0.54,1.56,0.14,0.5,0.58,NA,NA,0.01,0.25,0.01,0.36,8.6
NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,NA
NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,NA
NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.74,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.65,NA
NA,NA,NA,0.07,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,62.63,NA
NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.05,NA
NA,NA,NA,0.04,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,58.5,NA
NA,NA,NA,0.05,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,46.5,NA
NA,NA,NA,0.02,NA,NA,NA,NA,NA,0.06,NA,0.02,NA,NA,NA,NA,51.25,NA
NA,NA,NA,0.02,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,66.55,NA
NA,NA,NA,0.05,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,47.59,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,42.47,NA
NA,NA,NA,0.16,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,28.1,0.01
0.01,NA,NA,0.06,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,26.63,NA
NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.74,NA
NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,33.22,NA
NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.7,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.36,0.01
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.24,NA
NA,0.5,4.14,6.89,NA,0.17,279.61,72.7,26.29,180.18,0.02,NA,NA,7.24,0.9,0.04,1.7,104.54
NA,1.54,10.67,18.56,0.27,0.05,243.62,53.19,84.04,14.09,NA,NA,NA,4.05,1.6,0.23,1.9,37.49
NA,0.44,7.94,25.21,NA,NA,337.45,136.59,7.41,217.41,0.18,NA,NA,52.31,NA,0.14,1.54,25.88
NA,0.54,13.06,3.13,NA,NA,212.55,105.21,1.79,161.58,0.51,NA,0.11,79.51,NA,0.15,0.74,24.02
NA,1.13,18.95,1.41,NA,NA,300.96,106.46,5.47,184.44,4.9,NA,0.18,38.6,NA,0.12,0.85,23.23
NA,3.02,10.22,2.44,NA,0.13,273.82,81.73,1.24,112.49,0.25,NA,0.22,190.71,0.49,0.35,0.77,28.38
NA,0.64,11.69,1.87,NA,1.03,278.02,37.36,1.98,36.58,NA,NA,0.1,29.51,NA,2.63,0.61,17.17
NA,0.5,10.37,3.98,NA,0.44,163.28,109.75,18.39,94.3,NA,NA,NA,114.65,0.1,6.36,0.35,62.91
NA,0.82,10.18,2.85,NA,NA,216.53,29.65,4.59,29.16,0.1,NA,0.05,73.75,1.78,0.64,0.3,20.56
NA,0.38,10.18,19.66,NA,1.57,229.97,53.91,3.85,80.46,1.36,NA,0.06,67.63,0.82,2.29,NA,22.39
NA,0.39,19.94,19.61,NA,0.03,280.02,48.82,96.12,23.76,0.49,NA,0.66,49.15,0.73,0.46,NA,26.79
NA,1.31,12.43,11.98,NA,0.75,376.38,257.22,4.58,98.8,5.37,NA,1.38,134.88,0.14,2.05,0.15,25.18
NA,2.62,21.87,2.35,1.17,0.89,416.42,2.24,3.62,108.83,0.35,NA,0.14,63.31,3.1,8.95,NA,37.81
NA,0.21,13.63,16.57,1.92,0.09,381.34,243.24,84.82,170.4,0.13,NA,0.19,99.6,NA,1.06,NA,35.6
NA,0.21,39.09,3.79,NA,0.65,362.61,111.39,10.7,141.93,0.16,NA,NA,111.04,NA,3.38,0.33,60.57
NA,0.25,45.36,3.12,3.87,0.97,1178.06,151.28,5.98,220.28,1.02,NA,NA,115.37,NA,1.51,6.88,670.66
NA,0.18,15.68,7.13,1.91,0.35,689.48,62.65,7.55,8.51,1.49,NA,0.01,198.37,0.02,1.11,5.55,242.71
NA,0.19,14.47,24.75,2.51,0.89,721.86,49.56,4.86,291.31,1.87,NA,0.02,70.78,NA,2.69,3.78,38.86
0.14,0.18,59.36,1.53,0.09,0.44,295.41,104.33,3.62,313.72,3.29,NA,0.09,47.63,NA,7.21,4.74,96.87
6.6,6.76,0.94,22.72,49.15,19.24,30.03,146.05,98.94,41.55,52.82,0.01,113.03,NA,68.77,19.5,78.94,105.04
25.05,6.72,5.07,31.24,12.2,16.36,10.99,32.57,91.98,22.86,37.16,0.07,106.92,NA,56.98,71.22,88.44,107.83
20.08,5.19,1.43,7.21,7.21,12.43,24.08,138.88,193.11,56.44,32.35,NA,70.7,9.24,47.63,11.16,60.88,107.18
13.62,6.84,10.14,34.14,140.98,21.38,33.01,36.7,58.27,31.95,60.72,0.29,97.01,NA,47.26,47.84,58.86,70.65
12.62,14.95,2.17,14.2,33.92,10.38,118.63,40.22,9.56,62.98,56.29,NA,76.52,16.12,46.46,31.81,107.9,89.47
28.54,8.98,1.07,39.47,50,32.57,43.45,85.21,97.66,34.35,30.56,0.2,14.28,23.16,107.31,5.3,85.23,99.35
88.55,9.68,1.56,12.28,75.26,21.71,51.35,63.5,6.41,37.19,60.24,0.17,102.29,13.76,34.3,9.9,71.55,117.72
23.95,7.5,4.69,5.04,103.48,11.53,19.12,56.02,13.2,46.13,101.35,0.58,46.54,79.85,90.95,109.16,124.98,115.58
18.69,3.82,18.34,20.84,35.58,31.71,23.18,35.59,10.79,48.84,29.5,0.42,179.85,22.32,115.74,31.2,291.14,107.17
9.65,34.33,4.8,10.99,301.69,47.48,431.82,211.11,438.05,52.51,41.67,0.14,76.8,58.61,40.64,7.65,71.23,152.19
2.41,9.99,17.55,56.72,20.73,27.24,36.14,46.8,15.22,18.04,32.78,0.6,97.92,31.73,76.1,35.49,83.79,113.25
0.55,2,21.13,80,53.34,20.75,23.85,18.8,24.99,22.59,38.98,0.43,74.29,39.95,32.94,66.31,75.17,114.23
0.88,9.21,18.47,129.02,93.14,66.28,28.67,62.62,20.81,34.42,130.67,0.49,95.98,34.58,93.89,29.11,90.28,148.56
5.62,5.31,27.43,34.99,127.07,67.84,17.31,49.04,25.27,86.48,133.94,0.23,147.78,39.07,93.72,3.05,106.44,165.37
1.78,4.96,25.19,10.93,94.65,27.85,40.03,126.67,39.34,69.94,63.58,0.21,80.73,53.54,100.99,60.93,110.93,285.58
2.22,17.8,29.76,78.6,63.61,59.67,26.07,94.96,139.69,22.99,159.41,0.2,42.2,45.16,72.2,30.33,203.84,790.11
5.44,5.52,33.29,379.59,39.93,97.17,12.84,22.75,37.7,51.12,66.62,0.22,167.27,50.02,267.57,18.1,58.04,348.97
21.67,10.5,50.65,24.36,235.41,29.98,82.17,141.3,32.85,105.94,17.4,NA,49.35,82.78,130.62,44.49,14.12,295.51
5.95,10.39,29.48,173.69,46,39.43,12.34,46.57,26.05,31.86,51.75,NA,43.74,33.03,54.52,27.98,25.01,334.79
0.33,NA,0.03,0.45,NA,NA,0.35,0.18,0.13,42.15,NA,NA,0.92,NA,NA,NA,0.16,NA
1.79,NA,0.03,4.79,NA,NA,0.36,0.98,0.04,107.82,0.82,0.03,1.88,NA,NA,NA,0.17,NA
0.52,0.05,0.01,0.13,NA,0.05,1.72,1.44,0.32,179.63,2.13,NA,1.85,NA,NA,NA,0.71,0.14
0.67,0.01,NA,0.9,NA,NA,0.52,0.83,NA,93.78,1.74,0.09,2.2,NA,NA,0.6,0.66,NA
2.85,0.03,NA,0.13,NA,NA,1.85,1.99,NA,60.23,1.44,NA,3.72,NA,NA,NA,0.75,3.48
9.65,0.03,NA,0.12,0.77,NA,4.34,0.89,NA,64.35,1.75,0.12,5.81,NA,0.54,0.65,0.86,1.49
1.87,0.02,NA,0.32,NA,0.21,4.34,1.36,NA,18.05,1,0.11,6.24,NA,0.28,0.02,1.66,8.82
8.72,0.02,NA,6.32,NA,0.29,3.72,1.75,NA,43.18,2.16,0.1,5.47,NA,0.96,0.04,1.57,9.28
5.14,0.02,NA,0.75,0.81,0.27,3.56,1.66,0.28,75.06,1.29,0.07,6.47,NA,1.07,0.62,2.66,8.89
3.71,NA,NA,1.22,0.23,0.19,4,1.47,0.02,73.54,1.95,0.04,8.19,NA,1.95,1.07,9.49,5.41
3.54,NA,NA,0.79,4.82,0.36,4.78,3.31,0.38,25.49,0.48,0.72,9.27,NA,8.01,2.1,14.6,4.96
18.81,0.17,0.13,0.67,NA,0.74,5.21,4.66,0.56,34.41,2.55,0.77,11.4,NA,2.94,2.15,13.66,10.14
11.48,0.17,NA,0.87,0.54,1.32,4.67,4.7,0.29,31.66,0.34,1.19,8.42,NA,11.51,3.01,11.82,13.52
19.47,0.01,0.1,0.25,9.05,3.59,4.67,5.11,0.23,32.26,0.69,0.48,10.52,NA,2.55,2.75,14.43,12.18
5.22,0.01,0.22,0.21,9.65,5.76,5.08,7.2,0.35,29.29,4.23,0.77,12.21,NA,21.08,3.73,17.23,18.48
67.05,1.01,2.21,23.5,19.5,7.47,9.43,17.37,5.1,45.54,13.96,4.78,31.93,5.82,16.3,11.22,84.83,90.82
15.83,0.45,0.06,2.88,10.62,1.67,2.06,13.56,0.86,51.88,7.76,0.48,29.85,0.8,20.25,4.96,81.63,30.73
46.09,0.01,0.15,0.62,12.08,0.44,4.55,19.7,0.87,44.2,0.91,0.33,18.2,0.01,9.74,6.83,20.69,36.87
39.28,0.05,1.24,4,8.03,0.29,5.91,9.03,4.29,51.58,3.02,3.18,19.07,NA,5.99,14.57,24.16,53.52
2.75,2.41,0.08,1.99,32.65,6.59,6.26,29.22,0.78,16.3,11.65,0.05,58.27,NA,20.32,NA,9.16,4.17
6.84,0.94,0.92,3.73,5.18,10.96,4.69,50.92,1.16,17.84,15.14,0.1,6.23,NA,18.58,0.02,10.26,8
3.8,1.09,3.29,0.37,0.84,8.16,5.67,34.69,0.85,8.68,0.4,NA,7.04,NA,19.83,NA,10.02,25.45
4.62,1.92,3.33,0.76,4.8,15.74,8.21,82.36,0.01,4.6,1.95,0.12,29.22,NA,14.43,NA,15.05,10.81
NA,3.92,1.49,0.45,NA,6.1,3.95,51.68,NA,2.12,3.58,NA,22.89,4.1,14.22,0.28,10.64,14.48
0.23,1.87,1.51,0.48,1.99,18.81,10.77,14.05,0.01,4.52,16.19,0.11,7.09,3.4,52.08,0.6,9.16,17.33
0.25,3.78,0.5,0.08,NA,5.55,2.91,27.51,0.28,3.88,0.5,0.19,12.29,1.85,24.34,NA,8.86,16.56
0.22,1.6,0.89,0.33,NA,5.09,3.57,34.19,0.02,3.93,4.22,0.28,20.67,2.19,21.2,NA,7.2,19.64
0.21,1.69,0.5,0.34,1.08,17.65,2.65,14.19,0.22,5.28,1.18,0.16,9.27,3.91,9.72,0.02,5.44,15.71
0.34,1.48,0.99,1.13,3.51,10.69,4.48,13.53,0.2,1.27,4.67,0.04,2.68,10.09,14.53,0.11,4.42,21.48
0.82,1.87,2.49,0.18,3.39,11.41,2.95,21.42,0.02,1.2,0.37,0.03,7.82,6.11,26.4,NA,3.83,35.12
0.02,0.19,6.7,0.35,0.13,3.81,2.8,18.72,0.66,0.92,1.79,0.3,2.24,13.65,5.17,NA,3.11,40.78
0.02,0.79,0.74,0.2,1.11,2.67,4.7,30.59,0.01,0.39,2.71,0.05,0.93,8.92,9.9,0.13,1.44,55.21
0.15,0.15,0.61,0.84,NA,5.07,2.01,20.82,0.92,87.71,1.07,NA,1.96,8.43,1.24,NA,1.6,69.61
0.1,0.32,0.64,0.43,NA,14.65,3.63,42.05,0.35,3.12,0.41,0.07,1.03,28.34,2.05,0.25,0.84,98.99
0.22,0.16,0.45,0.4,NA,4.7,1.82,94.42,0.04,2.04,NA,0.07,15.71,10.14,2.3,0.19,1.04,131.19
0.03,0.13,0.74,0.28,NA,4.4,1.19,28.65,0.81,3.72,6.61,NA,4.37,6.76,3.61,0.22,0.97,384.52
0.09,NA,0.61,0.81,NA,4.41,1.04,105.95,0.69,4.25,NA,NA,0.98,6.93,6.19,0.15,0.64,93.87
1.06,0.03,0.79,2.8,NA,35.34,1.19,49.38,0.76,3.62,NA,NA,0.48,6.14,4.62,0.06,0.16,104.82
0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA
80.22,NA,NA,NA,NA,NA,NA,0.01,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA
4.45,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA
0.86,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,0.02,NA,NA,NA,NA,NA,NA
0.12,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA
0.94,NA,NA,NA,NA,NA,NA,NA,NA,5.37,NA,NA,NA,NA,NA,NA,NA,NA
0.36,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA
0.07,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA
15.66,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA
25.26,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA
27.27,NA,NA,NA,NA,NA,0.01,NA,NA,0.22,NA,NA,0.04,NA,NA,NA,NA,NA
24.26,NA,NA,NA,NA,NA,0.01,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA
18.61,NA,NA,NA,NA,NA,NA,NA,NA,1.24,NA,0.99,NA,NA,NA,NA,NA,NA
33.53,NA,NA,NA,NA,NA,NA,NA,NA,1.34,NA,1.28,NA,NA,NA,NA,NA,NA
26.1,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,1.45,NA,NA,NA,NA,NA,NA
29.54,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,4.78,NA,NA,NA,NA,NA,NA
22.01,NA,NA,0.09,NA,NA,NA,NA,NA,2.47,NA,0.15,NA,NA,NA,NA,NA,NA
24.22,NA,NA,NA,NA,NA,NA,NA,NA,1.65,NA,0.24,NA,NA,NA,NA,0.01,NA
29.91,NA,NA,NA,NA,NA,NA,NA,0.14,1.82,NA,0.81,NA,NA,NA,NA,NA,NA
5.21,9.06,0.14,7.73,17.83,17.15,1.02,12.98,0.34,113.19,7.97,0.23,19.4,NA,NA,29.17,27.16,33.5
2.93,0.6,4.71,NA,55.19,20.78,1.41,22.39,1.68,136.87,0.32,0.26,11.12,NA,0.23,4.21,30.43,29.05
9.74,1.16,0.25,29.2,8.86,6.34,2.04,33.15,0.47,99.44,10.45,NA,7,NA,NA,14.57,41.44,26.52
25.24,2.7,0.1,4.44,27.55,25.15,0.51,41.62,0.03,284.7,3.71,0.43,16.01,NA,NA,15.55,36.78,19.93
14.39,0.21,0.11,3.77,115.3,11.01,6.27,54.22,0.01,66.96,9.51,NA,8.04,0.15,NA,19.77,41.99,28.44
1.83,1.87,0.19,7.51,2.79,3.71,1.69,31.76,0.01,46.88,9.3,0.4,6.43,0.07,2,20.07,40.05,39.53
3.58,2.37,3.84,22.95,83.29,4.93,1.64,148.72,0.27,69.99,6.45,0.5,82.92,0.14,1.4,18.34,38.24,24.92
16.88,1.82,0.18,4.56,9.09,0.88,1.41,32.72,0.37,90.64,0.25,0.44,20.84,0.08,1.56,24.82,34.79,24.91
8.56,2.73,8.43,3.67,12.62,7.65,2.45,10.54,0.28,161.91,12.48,0.47,79.21,0.06,25.13,34.34,52.12,42.42
30.13,2.92,0.85,18.01,10.73,5.29,1.09,21.17,0.2,48.94,7.38,0.32,26.6,0.03,2.5,49.5,54.35,61.31
4.05,4.08,2.66,12.27,8.24,15.34,2.93,9.88,0.02,57,0.96,0.98,24.1,0.06,1.68,16.32,69.92,59.62
5.31,0.73,0.32,8.27,52.6,25.65,1.64,31.04,0.13,37.88,0.44,1.6,107.74,0.11,1.49,19.44,75.02,58.18
1.76,4.6,0.69,10.27,4.45,9.76,1.83,47.6,0.01,110.8,2.2,0.72,11.75,0.12,2.17,16.05,68.82,65.6
8.15,2.31,1.38,3.1,40.66,26.21,1.77,26.76,0.01,66.63,4.7,0.95,41.11,0.21,1.86,35.46,80.14,66.44
2.11,3.96,1.28,12.58,13.39,16.39,2.15,63.95,0.11,48.23,3.64,2.64,61.12,0.14,2.71,21.63,91.06,86.13
15.38,2.04,2.79,7.25,47.7,18.2,2.06,44.5,0.41,170.45,2.6,1.79,34.78,1.41,1.59,48.07,101.59,116.03
13.82,1.75,2.31,7.84,47.19,41.68,0.72,43.17,0.33,77.04,1.81,1.22,79.65,47.34,1.44,32.67,160.58,86.3
24.46,3.36,1.26,17.57,22.15,53.02,1.29,46.98,0.29,65.02,NA,0.46,43.51,0.23,1.77,56.52,68.94,77.13
25.15,0.99,1.43,6.68,46.16,31.51,1.32,50.48,0.39,43,NA,3.06,53.44,0.21,1.74,40.97,53.4,87.91
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.01,NA,NA,0.01,15.63,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.09,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.74,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,2.65,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.46,NA,0.02,NA,NA,NA,402.68,NA,NA,0.08,NA,0.14,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,447.1,NA,NA,0.16,NA,0.19,NA,NA,NA,NA,NA,NA
3.29,NA,0.01,NA,NA,NA,467.16,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA
4.74,NA,NA,NA,NA,NA,455.58,NA,NA,0.13,NA,0.36,NA,NA,NA,NA,NA,NA
1.91,NA,NA,NA,NA,NA,406.11,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA
0.38,NA,0.02,NA,NA,NA,366.75,NA,NA,0.2,NA,0.38,NA,NA,NA,NA,NA,NA
3.61,NA,NA,NA,NA,NA,331.15,NA,NA,0.03,NA,0.32,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,17.85,2.26,0.47,75.07,53.01,2.5,22.36,4.53,33.5,18.43,NA,48.61,28.49,55.93,15.2,2.33,121.2
NA,18.58,3.62,10.83,13.91,NA,2.84,130.02,106.68,82.85,30.14,NA,49.75,19.46,42.86,14.19,2.6,54.67
0.02,10.87,4.4,22.71,46.6,10.18,30.83,217.79,0.72,87.3,67.17,NA,30.67,29.29,26.73,32.19,2.16,41.31
NA,13.29,3.96,11.49,34.68,0.98,6.64,398.31,32.08,35.04,35.22,NA,28.34,NA,23.08,6.09,2.47,38.94
NA,6.63,4.73,30.23,4.09,21.58,1.83,42.95,21.92,33.27,9.11,NA,31.16,23.67,15.17,7.95,1.82,37.64
NA,14.71,4.28,37.78,21.52,19.2,99.72,48.02,0.87,39.72,23.64,NA,19.3,67.14,57.28,24.95,3.56,72.16
NA,14.25,7.31,1.03,91.06,38.19,4.77,35.5,7.55,77.12,31.59,0.06,58.99,37.87,327.24,14.96,8.47,231.31
NA,9.22,5.74,12,9.78,6.68,1.85,36.28,1.09,86.19,9.85,0.08,3.6,38.09,46.54,8.62,2.62,45.22
0.29,7.79,3.22,6.37,16.89,8.27,2.09,10.51,1.56,21.74,50.41,0.2,18.99,765.18,39.04,13.05,1.49,67.57
0.27,11.16,3.47,11.16,5.78,8,0.5,21.04,9.14,31.67,17.5,0.1,21.05,43.67,42.85,7.54,1.88,69.27
NA,7.95,2.76,2.41,39.11,29.02,26.14,148,37.52,25.23,16.32,0.07,11.76,106.73,27.38,25.99,3.59,94.24
6.35,11.7,4.11,8.08,167.79,32.6,64.35,475.7,2.72,165.9,28.01,0.17,10.82,255.23,98.07,15.59,15.27,114.24
NA,18.87,6.82,21.86,51.67,26.55,3.33,30.01,82.34,53.53,41.6,1.06,16.18,112.32,62.9,43.99,6.86,147.76
NA,5.03,6.5,14.14,1.65,28.47,3.35,28.37,4.89,43.13,90.48,0.65,34.65,42.43,23.28,11.07,9.92,275.59
